,timestamp,413.co2,415.co2,417.co2,419.co2,421.co2,422.co2,423.co2,424.co2,442.co2,446.co2,448.co2,452.co2,454.co2,456.co2,458.co2,462.co2,510.co2,511.co2,513.co2,552.co2,554.co2,556.co2,558.co2,562.co2,564.co2,621.co2,621A.co2,621C.co2,621D.co2,621E.co2,640.co2,644.co2,648.co2,656A.co2,656B.co2,664.co2,666.co2,668.co2,717.co2,719.co2,721.co2,722.co2,723.co2,724.co2,726.co2,734.co2,746.co2,748.co2,752.co2,754.co2,776.co2,413.humidity,415.humidity,417.humidity,419.humidity,421.humidity,422.humidity,423.humidity,424.humidity,442.humidity,446.humidity,448.humidity,452.humidity,454.humidity,456.humidity,458.humidity,462.humidity,510.humidity,511.humidity,513.humidity,552.humidity,554.humidity,556.humidity,558.humidity,562.humidity,564.humidity,621.humidity,621A.humidity,621C.humidity,621D.humidity,621E.humidity,640.humidity,644.humidity,648.humidity,656A.humidity,656B.humidity,664.humidity,666.humidity,668.humidity,717.humidity,719.humidity,721.humidity,722.humidity,723.humidity,724.humidity,726.humidity,734.humidity,746.humidity,748.humidity,752.humidity,754.humidity,776.humidity,413.light,415.light,417.light,419.light,421.light,422.light,423.light,424.light,442.light,446.light,448.light,452.light,454.light,456.light,458.light,462.light,510.light,511.light,513.light,552.light,554.light,556.light,558.light,562.light,564.light,621.light,621A.light,621C.light,621D.light,621E.light,640.light,644.light,648.light,656A.light,656B.light,664.light,666.light,668.light,717.light,719.light,721.light,722.light,723.light,724.light,726.light,734.light,746.light,748.light,752.light,754.light,776.light,413.pir,415.pir,417.pir,419.pir,421.pir,422.pir,423.pir,424.pir,442.pir,446.pir,448.pir,452.pir,454.pir,456.pir,458.pir,462.pir,510.pir,511.pir,513.pir,552.pir,554.pir,556.pir,558.pir,562.pir,564.pir,621.pir,621A.pir,621C.pir,621D.pir,621E.pir,640.pir,644.pir,648.pir,656A.pir,656B.pir,664.pir,666.pir,668.pir,717.pir,719.pir,721.pir,722.pir,723.pir,724.pir,726.pir,734.pir,746.pir,748.pir,752.pir,754.pir,776.pir,413.temperature,415.temperature,417.temperature,419.temperature,421.temperature,422.temperature,423.temperature,424.temperature,442.temperature,446.temperature,448.temperature,452.temperature,454.temperature,456.temperature,458.temperature,462.temperature,510.temperature,511.temperature,513.temperature,552.temperature,554.temperature,556.temperature,558.temperature,562.temperature,564.temperature,621.temperature,621A.temperature,621C.temperature,621D.temperature,621E.temperature,640.temperature,644.temperature,648.temperature,656A.temperature,656B.temperature,664.temperature,666.temperature,668.temperature,717.temperature,719.temperature,721.temperature,722.temperature,723.temperature,724.temperature,726.temperature,734.temperature,746.temperature,748.temperature,752.temperature,754.temperature,776.temperature
0,2013-08-23 15:00:00,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2013-08-23 16:00:00,,486.20327102803736,,,,,,,,,,,,,,,316.0,52.26272796352583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,-1.0,5.747606544901065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,-1.0,33.61092085235921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,-1.0,1.9543302891933032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2013-08-23 17:00:00,,492.8647887323944,,,,,,,,,,,,,,,329.1894599303136,105.52545592705167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,6.4968841052402695,12.49521308980213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,45.288758425744724,68.22184170471841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,-0.5328529037727852,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,2.5725549032398347,4.908660578386606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2013-08-23 18:00:00,,499.5085821882079,,,,,,,,,,,,,,,342.37891986062715,158.7881838905775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.790390070921987,,,,,,,,,,,,,,,13.993768210480539,19.242819634703196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.649442755825733,,,,,,,,,,,,,,,91.57751685148945,102.83276255707761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8333333333333334,,,,,,,,,,,,,,,-0.0657058075455702,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0678799392097265,,,,,,,,,,,,,,,6.145109806479669,7.86299086757991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2013-08-23 19:00:00,,506.15237564402145,,,,,,,,,,,,,,,355.56837979094075,212.05091185410333,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,16.580780141843974,,,,,,,,,,,,,,,21.49065231572081,25.99042617960426,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,22.298885511651466,,,,,,,,,,,,,,,137.86627527723417,137.44368340943683,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,-0.6666666666666667,,,,,,,,,,,,,,,0.40144128868164475,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,7.135759878419453,,,,,,,,,,,,,,,9.717664709719504,10.817321156773213,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,
5,2013-08-23 20:00:00,,512.796169099835,,,,,,,,,,,,,,,368.75783972125436,265.31363981762917,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,25.37117021276596,,,,,,,,,,,,,,,28.987536420961078,32.738032724505324,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,33.9483282674772,,,,,,,,,,,,,,,184.1550337029789,172.05460426179604,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,-0.5,,,,,,,,,,,,,,,0.8685883849088596,0.0,,,,,,,,,,,,,,,9.878980891719747,,,,,,,,,,,,,,,,,,,,11.20363981762918,,,,,,,,,,,,,,,13.290219612959339,13.771651445966516,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,
6,2013-08-23 21:00:00,,519.4399625556484,,,,,,,,,,,,,,,381.94729965156796,318.576367781155,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,-1.0,,34.16156028368795,,,,,,,,,,,,,,,36.48442052620135,39.48563926940639,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,49.67172631578947,,45.59777102330293,,,,,,,,,,,,,,,230.44379212872363,206.66552511415523,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,132.48631578947368,,-0.33333333333333337,,,,,,,,,,,,,,,1.3357354811360747,0.0,,,,,,,,,,,,,,,19.757961783439494,,,,,,,,,,,,,,,,,,-1.0,,15.271519756838906,,,,,,,,,,,,,,,16.862774516199174,16.72598173515982,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,24.336694736842105
7,2013-08-23 22:00:00,,526.083756011462,,,,,,-1.0,,,,,,,,,395.1367595818815,371.83909574468083,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,-1.0,,,,,,-1.0,,42.951950354609934,,,,,,-1.0,,,,,,,,,43.98130463144162,46.23324581430745,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,-1.0,,,,,,49.12394863563403,,57.247213779128664,,,,,,-1.0,,,,,,,,,276.73255055446833,241.27644596651444,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,-1.0,,,,,,118.8314606741573,,-0.16666666666666674,,,,,,0.0,,,,,,,,,1.8028825773632895,0.0,,,,,,,,,,,,,,,29.63694267515924,,,,,,,,,,,,0.0,,,,,,0.0,,19.33939969604863,,,,,,-1.0,,,,,,,,,20.435329419439007,19.68031202435312,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,-1.0,,,,,,24.5315569823435
8,2013-08-23 23:00:00,528.236722306525,532.7275494672755,404.2978723404256,676.2993920972644,392.4148936170213,472.48936170212767,398.8252279635258,448.24657534246575,513.0060790273557,546.677811550152,428.17173252279633,404.58814589665656,381.7351598173516,475.1352583586626,566.1823708206687,498.5281582952816,408.3262195121951,425.10182370820667,378.8051750380517,417.9193302891933,504.79236641221377,603.6940639269407,459.01367781155017,-1.0,449.4848024316109,514.634703196347,423.9344512195122,518.3404255319149,677.3399390243902,540.3957382039574,479.0577507598785,497.0516717325228,208.9589665653496,532.1337386018237,593.1780821917808,362.77016742770167,469.8510638297872,426.83738601823705,427.1765601217656,460.6377473363775,369.50532724505325,388.1280487804878,442.8328267477204,229.5987841945289,463.2469512195122,396.7127659574468,669.2142857142857,540.7762557077625,454.6524390243902,446.56686930091183,655.1476407914764,45.15097412480974,51.74234042553192,51.56198473282443,52.88261398176292,52.89825227963525,53.97244680851064,50.89705167173253,50.33727549467276,48.97385670731707,51.86857142857142,51.34083713850837,46.08670212765957,51.41455927051672,48.67837386018237,53.15893129770992,56.88129375951294,51.478188736681886,52.98085235920852,53.968875379939206,53.1876291793313,49.86665144596651,49.058888888888895,53.59281155015198,55.09835616438357,49.9806697108067,49.35582066869301,55.51683890577508,49.46326747720365,50.22734042553192,53.51050228310503,52.7395744680851,52.95731003039514,50.66768996960486,50.06612462006079,46.418097412480975,50.07890410958905,50.18264840182648,49.63565349544073,51.17427701674277,51.6810197869102,51.9565601217656,49.0042987804878,56.044070121951215,50.36867579908676,48.17501524390244,47.06288753799392,53.27833333333333,50.562598784194535,43.51424657534247,48.63129573170732,48.87185692541857,93.70776255707764,68.8966565349544,63.8381679389313,138.88601823708206,195.21884498480244,207.3966565349544,3.658054711246201,2.919330289193303,5.737804878048781,4.074468085106383,4.724505327245053,3.4376899696048637,3.474164133738602,3.870820668693009,4.752671755725191,3.8127853881278537,323.02130898021306,275.88736681887366,11.44984802431611,3.4589665653495443,63.602739726027394,42.74124809741248,3.544072948328268,2.773211567732116,11.077625570776256,67.02887537993921,136.85106382978722,251.98632218844983,284.41185410334344,74.37442922374429,9.398176291793312,146.4787234042553,181.11398176291797,141.89361702127658,95.22678843226788,3.278538812785388,133.56773211567733,2146.8297872340427,111.50989345509892,363.9939117199391,204.54337899543376,3.952743902439024,197.58841463414635,5.101978691019787,3.364329268292683,308.3936170212766,30.66360856269113,4.738601823708207,5.307458143074581,8.0625,96.76864535768644,0.0,0.0,0.0,28.722672064777328,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2700296735905043,0.0,0.0,0.0,0.0,19.666666666666668,0.0,0.0,25.069333333333333,0.8848484848484849,0.0,0.0,0.0,-1.0,0.0,0.0,23.581932773109244,6.936813186813187,27.24797843665768,0.0,0.0,5.204142011834319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.904761904761905,14.070028011204482,0.0,0.0,0.0,0.0,24.11634703196347,23.40727963525836,23.547908396946564,66.63398176291793,22.92723404255319,22.875896656534955,23.441109422492403,23.880578386605784,24.135564024390245,23.131063829787237,23.570958904109588,23.46617021276596,23.51840425531915,24.26211246200608,22.96036641221374,21.94937595129376,24.007884322678844,22.634642313546426,22.587857142857143,22.840273556231004,24.04184170471841,24.33380517503805,23.11323708206687,22.33695585996956,24.0720700152207,25.562503863987637,22.17311550151976,24.191990881458967,24.23949848024316,22.94164383561644,22.718358662613984,22.65226443768997,23.268449848024314,24.137264437689968,25.284444444444446,23.652587519025875,23.84318112633181,24.492158054711247,23.39716894977169,23.459421613394216,22.353089802130896,23.12251524390244,22.05765243902439,23.74264840182649,24.506783536585367,25.01816109422493,22.89435779816514,23.205364741641336,25.6961796042618,24.18733231707317,24.624292237442923
9,2013-08-24 00:00:00,527.4138888888889,539.7680555555555,408.3305555555556,557.4180555555556,400.57916666666665,470.6388888888889,406.99861111111113,457.8888888888889,512.7986111111111,546.5694444444445,432.6055555555556,412.8375,386.93342579750345,482.2194444444444,541.9208333333333,482.2236111111111,380.6958333333333,417.4402777777778,386.46527777777777,416.6333333333333,493.8722222222222,516.0944444444444,453.2027777777778,-1.0,414.5305555555556,496.93611111111113,409.6972222222222,481.0416666666667,664.8294036061027,532.9333333333333,460.7875,482.6569444444444,196.34166666666667,488.6222222222222,581.4916666666667,367.2583333333333,454.8555555555556,394.9333333333333,425.62361111111113,458.0722222222222,367.05694444444447,393.25,429.02777777777777,232.92222222222225,447.6555555555556,392.15,599.7097222222222,533.0083333333333,447.56388888888887,446.49861111111113,607.3736111111111,44.40302777777778,51.51526388888889,51.29029166666667,52.25866666666666,52.85627777777778,53.628902777777775,50.788291666666666,50.25311111111111,48.92791666666666,51.88870833333333,51.405166666666666,46.139291666666665,51.46820083682008,48.73770833333334,53.18791666666667,57.387708333333336,48.322763888888886,52.610013888888886,53.90393055555556,53.24029166666667,50.22393055555555,49.23161111111112,53.724152777777775,55.166916666666665,50.04769444444445,49.47754166666667,55.66161111111112,50.50447222222223,49.39501388888888,53.37119444444445,52.75680555555556,53.52990277777778,50.94851388888889,51.18091666666667,46.67669444444444,50.15056944444444,51.45723611111111,50.939194444444446,50.963458333333335,51.436972222222224,51.72254166666666,49.01680555555556,55.92236111111111,50.428375,48.20356449375866,46.275888888888886,53.497902777777774,50.78830555555556,44.047291666666666,49.24884722222222,48.72575,133.42916666666667,75.09722222222223,58.8625,145.32777777777778,187.1833333333333,201.2513888888889,3.577777777777778,2.9277777777777776,5.097222222222222,3.486111111111111,4.254166666666666,2.9625,3.333333333333333,3.401388888888889,4.154166666666667,3.4625,555.0319444444444,749.1388888888889,11.234722222222222,3.4208333333333334,63.59444444444444,6.727777777777778,3.573611111111111,18.77638888888889,10.7,67.28333333333333,157.52916666666667,245.60694444444445,287.05833333333334,74.35138888888889,10.52361111111111,170.78472222222223,185.19166666666663,102.59583333333332,87.95555555555555,3.220833333333333,108.67916666666666,2152.7638888888887,108.58333333333331,380.79583333333335,250.6833333333333,4.152777777777778,201.575,5.0625,3.3134535367545075,92.01388888888889,22.81805555555556,4.858333333333333,5.273611111111111,9.294444444444444,73.19027777777778,0.0,0.0,0.0,16.82587064676617,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7894736842105263,0.0,0.0,0.0,0.0,0.0,1.2916666666666667,0.0,0.0,1.8342541436464088,26.056234718826406,7.080110497237569,0.0,0.0,0.0,-1.0,0.0,0.0,18.9539641943734,0.0,26.154761904761905,0.0,0.0,5.35,0.0,0.0,0.0,1.9209809264305175,0.0,0.0,0.0,23.325984251968503,5.827225130890052,0.0,0.0,0.0,0.0,24.586375,23.59340277777778,23.72701388888889,73.18138888888889,23.128291666666662,23.072569444444444,23.55183333333333,23.991097222222223,24.20627777777778,23.169194444444443,23.59897222222222,23.491125,23.546276150627616,24.287541666666662,22.947472222222224,21.79040277777778,25.191138888888887,22.866013888888887,22.649430555555558,22.846652777777777,23.89933333333333,24.10401388888889,23.106625,22.419486111111112,24.01623611111111,25.48709722222222,22.150305555555555,23.665875,24.57240277777778,23.007708333333333,22.72770833333333,22.464125,23.15758333333333,23.56543055555556,25.08034722222222,23.63223611111111,23.37126388888889,23.98701388888889,23.49502777777777,23.613791666666668,22.465569444444444,23.155555555555555,22.11345833333333,23.762916666666666,24.44481276005548,25.269291666666668,22.73718055555556,23.155375,25.497666666666667,23.926388888888887,24.58666666666667
