DATE_TIME,PLANT_ID,DC_POWER,AC_POWER,DAILY_YIELD
15-06-2020 01:00,4135001,0.0,0.0,0.0
23-05-2020 00:30,4135001,0.0,0.0,0.0
30-05-2020 08:00,4135001,2849.25,279.725,271.875
04-06-2020 16:45,4135001,3579.5,351.3375,7215.25
26-05-2020 15:30,4135001,8624.0,843.8285714,6528.714286
22-05-2020 04:45,4135001,0.0,0.0,0.0
04-06-2020 21:00,4135001,0.0,0.0,7571.0
26-05-2020 10:00,4135001,9776.428571,955.9857143,1861.142857
22-05-2020 19:30,4135001,0.0,0.0,6848.0
30-05-2020 13:15,4135001,10706.375,1045.9,3662.75
23-05-2020 14:15,4135001,7483.857143,732.7285714,6056.142857
30-05-2020 23:45,4135001,0.0,0.0,6754.0
19-05-2020 08:45,4135001,3959.142857,388.4857143,503.5714286
22-05-2020 16:15,4135001,2642.0,259.1,6615.428571
30-05-2020 09:45,4135001,4299.714286,422.1714286,984.0
20-05-2020 01:30,4135001,0.0,0.0,0.0
11-06-2020 20:45,4135001,0.0,0.0,5257.0
11-06-2020 06:30,4135001,338.625,32.7125,6.625
11-06-2020 09:15,4135001,3906.428571,383.8714286,554.1428571
10-06-2020 20:30,4135001,0.0,0.0,5911.0
17-05-2020 22:45,4135001,0.0,0.0,7045.0
22-05-2020 12:15,4135001,8427.0,824.45,3448.5
11-06-2020 16:00,4135001,4401.625,432.1375,4775.125
27-05-2020 15:30,4135001,7642.75,748.175,5347.125
05-06-2020 11:15,4135001,8863.75,866.4,2678.625
17-06-2020 08:45,4135001,3644.625,358.2125,544.125
10-06-2020 03:00,4135001,0.0,0.0,0.0
31-05-2020 14:30,4135001,1868.142857,182.8571429,5109.0
03-06-2020 04:15,4135001,0.0,0.0,0.0
31-05-2020 04:00,4135001,0.0,0.0,0.0
15-06-2020 07:45,4135001,3454.5,339.2375,244.125
03-06-2020 21:45,4135001,0.0,0.0,7341.0
20-05-2020 06:30,4135001,674.2857143,65.28571429,20.0
12-06-2020 19:45,4135001,0.0,0.0,5441.0
02-06-2020 05:45,4135001,0.0,0.0,0.0
01-06-2020 00:45,4135001,0.0,0.0,0.0
07-06-2020 10:00,4135001,6264.0,613.6857143,1413.285714
15-05-2020 04:00,4135001,0.0,0.0,0.0
17-06-2020 01:15,4135001,0.0,0.0,0.0
15-05-2020 07:00,4135001,1734.571429,170.0142857,72.71428571
24-05-2020 22:15,4135001,0.0,0.0,7537.0
28-05-2020 02:45,4135001,0.0,0.0,0.0
20-05-2020 13:00,4135001,11542.28571,1126.242857,5092.285714
15-05-2020 19:00,4135001,0.0,0.0,5754.0
19-05-2020 03:00,4135001,0.0,0.0,0.0
03-06-2020 09:45,4135001,5591.375,548.0125,1188.875
28-05-2020 07:00,4135001,1876.875,183.9625,83.625
07-06-2020 19:00,4135001,0.0,0.0,5268.0
17-05-2020 10:30,4135001,10591.75,1034.7125,2128.25
24-05-2020 09:30,4135001,8408.125,822.65,1285.125
08-06-2020 15:45,4135001,7298.75,714.4625,7114.375
15-06-2020 19:00,4135001,0.0,0.0,6275.0
15-05-2020 12:00,4135001,8232.5,805.1875,2382.875
11-06-2020 21:00,4135001,0.0,0.0,5257.0
11-06-2020 22:15,4135001,0.0,0.0,5257.0
08-06-2020 08:45,4135001,6728.625,659.075,666.25
26-05-2020 22:30,4135001,0.0,0.0,0.0
16-06-2020 13:15,4135001,6813.5,667.3125,3878.5
12-06-2020 01:45,4135001,0.0,0.0,0.0
14-06-2020 02:15,4135001,0.0,0.0,0.0
06-06-2020 00:30,4135001,0.0,0.0,0.0
15-06-2020 00:15,4135001,0.0,0.0,0.0
13-06-2020 13:15,4135001,7951.571429,777.7428571,5234.142857
10-06-2020 16:00,4135001,3930.0,386.1571429,5409.142857
22-05-2020 12:30,4135001,6847.285714,670.0285714,3639.857143
24-05-2020 01:15,4135001,0.0,0.0,0.0
09-06-2020 11:30,4135001,8638.428571,844.3,3184.571429
07-06-2020 20:45,4135001,0.0,0.0,5268.0
08-06-2020 07:45,4135001,3762.625,369.575,239.0
28-05-2020 02:30,4135001,0.0,0.0,0.0
21-05-2020 10:15,4135001,5702.714286,558.6571429,1883.0
30-05-2020 18:45,4135001,0.0,0.0,6754.0
12-06-2020 08:00,4135001,1620.0,158.3,141.7142857
03-06-2020 04:45,4135001,0.0,0.0,0.0
11-06-2020 17:15,4135001,1745.857143,171.1142857,5158.571429
31-05-2020 22:45,4135001,0.0,0.0,5803.0
19-05-2020 03:45,4135001,0.0,0.0,0.0
23-05-2020 02:30,4135001,0.0,0.0,0.0
07-06-2020 20:00,4135001,0.0,0.0,5268.0
17-05-2020 11:15,4135001,10160.14286,991.8285714,2945.142857
10-06-2020 18:00,4135001,517.2857143,50.07142857,5902.571429
24-05-2020 08:30,4135001,5818.857143,570.1857143,639.5714286
17-06-2020 17:30,4135001,1260.6,122.62,5456.0
05-06-2020 01:30,4135001,0.0,0.0,0.0
24-05-2020 19:15,4135001,0.0,0.0,7537.0
28-05-2020 19:30,4135001,0.0,0.0,7977.0
23-05-2020 10:00,4135001,8170.857143,799.5714286,1761.142857
08-06-2020 09:00,4135001,6415.857143,628.5142857,825.2857143
27-05-2020 09:00,4135001,6989.857143,684.5,969.0
22-05-2020 11:15,4135001,7977.5,780.0875,2299.625
16-06-2020 23:45,4135001,0.0,0.0,5848.0
06-06-2020 16:30,4135001,1251.714286,121.7285714,5837.428571
01-06-2020 13:15,4135001,10576.28571,1032.771429,4240.142857
31-05-2020 19:00,4135001,0.0,0.0,5803.0
18-05-2020 08:45,4135001,1818.75,178.25,394.75
26-05-2020 14:30,4135001,7645.571429,747.9428571,6037.571429
26-05-2020 23:15,4135001,0.0,0.0,0.0
29-05-2020 21:30,4135001,0.0,0.0,7564.0
10-06-2020 00:30,4135001,0.0,0.0,0.0
04-06-2020 15:45,4135001,7802.142857,763.7285714,6629.428571
15-06-2020 14:30,4135001,8455.571429,827.2714286,4988.714286
26-05-2020 07:30,4135001,3162.285714,310.7428571,197.4285714
28-05-2020 05:45,4135001,0.0,0.0,0.0
11-06-2020 00:15,4135001,0.0,0.0,0.0
16-05-2020 14:00,4135001,6122.571429,599.8142857,4787.285714
08-06-2020 20:45,4135001,0.0,0.0,7864.0
06-06-2020 07:45,4135001,4299.857143,422.2571429,335.8571429
04-06-2020 12:00,4135001,10773.42857,1051.242857,3341.285714
15-06-2020 22:15,4135001,0.0,0.0,6275.0
16-05-2020 06:30,4135001,651.7142857,63.12857143,15.14285714
15-06-2020 12:15,4135001,5498.142857,538.8571429,3784.0
17-05-2020 06:00,4135001,0.0,0.0,0.0
16-06-2020 15:45,4135001,4595.857143,450.9142857,5327.857143
15-05-2020 19:45,4135001,0.0,0.0,5754.0
15-05-2020 13:00,4135001,6089.375,596.5625,3223.25
31-05-2020 08:00,4135001,2546.714286,249.8285714,239.0
22-05-2020 19:45,4135001,0.0,0.0,6848.0
07-06-2020 00:00,4135001,0.0,0.0,0.0
16-06-2020 06:30,4135001,641.125,62.1,11.0
24-05-2020 07:45,4135001,3896.5,382.9125,275.25
11-06-2020 18:00,4135001,580.75,56.225,5242.5
17-05-2020 13:45,4135001,8383.0,819.4285714,5088.428571
03-06-2020 15:30,4135001,5375.0,526.9857143,6504.428571
18-05-2020 21:30,4135001,0.0,0.0,4998.0
13-06-2020 11:30,4135001,12243.0,1193.7,3362.714286
28-05-2020 10:15,4135001,10039.125,981.4125,2105.875
15-06-2020 20:30,4135001,0.0,0.0,6275.0
03-06-2020 01:30,4135001,0.0,0.0,0.0
01-06-2020 23:45,4135001,0.0,0.0,5508.0
24-05-2020 08:00,4135001,4409.857143,432.7428571,380.5714286
01-06-2020 09:00,4135001,6626.857143,649.0428571,1041.142857
16-05-2020 20:45,4135001,0.0,0.0,6292.0
08-06-2020 22:45,4135001,0.0,0.0,7864.0
02-06-2020 12:00,4135001,7675.375,751.375,3249.75
27-05-2020 00:30,4135001,0.0,0.0,0.0
19-05-2020 14:00,4135001,8221.285714,804.5857143,4488.428571
16-06-2020 19:45,4135001,0.0,0.0,5848.0
16-05-2020 21:30,4135001,0.0,0.0,6292.0
20-05-2020 07:30,4135001,3269.714286,321.2857143,185.5714286
23-05-2020 13:15,4135001,10319.25,1008.8125,5053.625
12-06-2020 19:00,4135001,0.0,0.0,5441.0
23-05-2020 14:45,4135001,6789.571429,664.9857143,6411.428571
15-06-2020 07:30,4135001,1704.285714,166.6714286,183.4285714
22-05-2020 20:45,4135001,0.0,0.0,6848.0
26-05-2020 06:15,4135001,396.4285714,38.32857143,7.571428571
29-05-2020 09:15,4135001,8385.375,820.525,947.875
05-06-2020 17:30,4135001,3253.625,319.7,7035.375
02-06-2020 03:15,4135001,0.0,0.0,0.0
05-06-2020 06:00,4135001,88.625,8.55,0.5
15-06-2020 00:30,4135001,0.0,0.0,0.0
04-06-2020 00:30,4135001,0.0,0.0,0.0
15-06-2020 04:15,4135001,0.0,0.0,0.0
16-05-2020 03:45,4135001,0.0,0.0,0.0
03-06-2020 14:15,4135001,8785.875,859.55,5306.25
23-05-2020 07:30,4135001,2983.875,292.9,137.375
13-06-2020 19:45,4135001,0.0,0.0,7984.0
19-05-2020 07:30,4135001,2371.125,232.4875,166.5
14-06-2020 23:30,4135001,0.0,0.0,4012.0
21-05-2020 16:15,4135001,3180.285714,312.4,6976.428571
