timestamp,room_id,co2,humidity,light,pir,temperature
2013-08-23 15:00:00,511,-1.0,-1.0,-1.0,0.0,-1.0
2013-08-23 16:00:00,415,486.20327102803736,-1.0,-1.0,-1.0,-1.0
2013-08-23 16:00:00,510,316.0,-1.0,-1.0,-1.0,-1.0
2013-08-23 17:00:00,415,492.86478873239435,-1.0,-1.0,-1.0,-1.0
2013-08-23 19:00:00,648,-1.0,-1.0,-1.0,0.0,-1.0
2013-08-23 21:00:00,776,-1.0,49.67172631578947,132.48631578947368,-1.0,24.336694736842105
2013-08-23 22:00:00,424,-1.0,-1.0,-1.0,0.0,-1.0
2013-08-23 22:00:00,648,-1.0,-1.0,-1.0,29.636942675159236,-1.0
2013-08-23 22:00:00,726,-1.0,-1.0,-1.0,0.0,-1.0
2013-08-23 22:00:00,776,-1.0,49.12394863563403,118.8314606741573,0.0,24.5315569823435
2013-08-23 23:00:00,413,528.236722306525,45.15097412480974,93.70776255707763,0.0,24.11634703196347
2013-08-23 23:00:00,415,532.7275494672755,51.742340425531914,68.8966565349544,0.0,23.40727963525836
2013-08-23 23:00:00,417,404.29787234042556,51.56198473282443,63.8381679389313,0.0,23.547908396946564
2013-08-23 23:00:00,419,676.2993920972644,52.88261398176292,138.88601823708206,28.722672064777328,66.63398176291793
2013-08-23 23:00:00,421,392.4148936170213,52.89825227963525,195.21884498480244,0.0,22.92723404255319
2013-08-23 23:00:00,422,472.48936170212767,53.97244680851064,207.39665653495442,0.0,22.875896656534955
2013-08-23 23:00:00,423,398.82522796352583,50.89705167173253,3.6580547112462005,-1.0,23.441109422492403
2013-08-23 23:00:00,424,448.24657534246575,50.33727549467276,2.919330289193303,0.0,23.880578386605784
2013-08-23 23:00:00,442,513.0060790273557,48.97385670731707,5.737804878048781,0.0,24.135564024390245
2013-08-23 23:00:00,446,546.677811550152,51.86857142857142,4.074468085106383,0.0,23.131063829787234
2013-08-23 23:00:00,448,428.17173252279633,51.34083713850837,4.724505327245053,0.0,23.570958904109588
2013-08-23 23:00:00,452,404.58814589665656,46.08670212765957,3.4376899696048633,0.0,23.466170212765956
2013-08-23 23:00:00,454,381.7351598173516,51.41455927051672,3.474164133738602,0.0,23.51840425531915
2013-08-23 23:00:00,456,475.1352583586626,48.67837386018237,3.870820668693009,0.0,24.26211246200608
2013-08-23 23:00:00,458,566.1823708206687,53.15893129770992,4.752671755725191,0.0,22.96036641221374
2013-08-23 23:00:00,462,498.52815829528157,56.88129375951294,3.8127853881278537,0.0,21.94937595129376
2013-08-23 23:00:00,510,408.3262195121951,51.478188736681886,323.02130898021306,2.2700296735905043,24.007884322678844
2013-08-23 23:00:00,511,425.10182370820667,52.98085235920852,275.88736681887366,0.0,22.634642313546426
2013-08-23 23:00:00,513,378.80517503805174,53.968875379939206,11.44984802431611,0.0,22.587857142857143
2013-08-23 23:00:00,552,417.9193302891933,53.1876291793313,3.4589665653495443,0.0,22.840273556231004
2013-08-23 23:00:00,554,504.79236641221377,49.86665144596651,63.602739726027394,0.0,24.041841704718415
2013-08-23 23:00:00,556,603.6940639269407,49.058888888888895,42.74124809741248,19.666666666666668,24.33380517503805
2013-08-23 23:00:00,558,459.01367781155017,53.59281155015198,3.5440729483282674,0.0,23.11323708206687
2013-08-23 23:00:00,562,-1.0,55.09835616438357,2.773211567732116,0.0,22.336955859969557
2013-08-23 23:00:00,564,449.48480243161094,49.9806697108067,11.077625570776256,25.069333333333333,24.0720700152207
2013-08-23 23:00:00,621,514.634703196347,49.35582066869301,67.02887537993921,0.8848484848484849,25.562503863987633
2013-08-23 23:00:00,621A,423.9344512195122,55.51683890577508,136.85106382978722,0.0,22.173115501519757
2013-08-23 23:00:00,621C,518.3404255319149,49.46326747720365,251.98632218844986,0.0,24.191990881458967
2013-08-23 23:00:00,621D,677.3399390243902,50.22734042553192,284.41185410334344,0.0,24.23949848024316
2013-08-23 23:00:00,621E,540.3957382039574,53.510502283105026,74.37442922374429,-1.0,22.94164383561644
2013-08-23 23:00:00,640,479.05775075987845,52.7395744680851,9.398176291793312,0.0,22.718358662613984
2013-08-23 23:00:00,644,497.0516717325228,52.95731003039514,146.4787234042553,0.0,22.652264437689972
2013-08-23 23:00:00,648,208.95896656534956,50.66768996960486,181.11398176291794,23.581932773109244,23.268449848024314
