timestamp,co2,humidity,light,pir,temperature
2013-08-28 21:00:00,1029.9097222222222,58.99779166666666,59.31666666666667,,23.93927777777777
2013-08-28 18:00:00,539.6652777777778,,46.71666666666667,,22.880041666666667
2013-08-28 14:00:00,461.12361111111113,58.74183333333334,14.863888888888887,,
2013-08-28 13:00:00,461.8083333333333,58.40397222222222,4.570833333333334,,
2013-08-28 10:00:00,458.7520891364903,,3.630555555555556,,22.75466666666667
2013-08-28 02:00:00,471.9805555555556,55.585625,29.843055555555555,,23.695277777777772
2013-08-28 04:00:00,466.5236111111111,,3.8680555555555554,,23.32038888888889
2013-08-28 07:00:00,466.5875,57.599125,3.863888888888889,,23.046361111111118
2013-08-28 11:00:00,457.9041666666666,58.18716666666667,3.681944444444445,,
2013-08-28 22:00:00,774.825,58.13392757660168,105.28272980501391,,23.95866295264624
2013-08-28 20:00:00,774.1125,59.154513888888886,57.525,,23.31804166666667
2013-08-28 01:00:00,529.3055555555555,,73.97638888888889,,23.858958333333334
2013-08-28 16:00:00,472.62638888888887,,62.454166666666666,,22.668097222222222
2013-08-28 08:00:00,464.72222222222223,57.633541666666666,3.890277777777778,,22.94515277777777
2013-08-28 23:00:00,610.4930555555555,57.84395833333333,96.57222222222222,,23.699555555555555
2013-08-28 12:00:00,457.4555555555556,58.31470833333333,3.8916666666666666,,
2013-08-28 09:00:00,460.3222222222222,57.76055555555556,3.8152777777777778,,22.842861111111112
2013-08-28 05:00:00,469.8486111111111,,3.8222222222222224,,23.24659722222222
2013-08-28 19:00:00,565.6027777777778,,45.26111111111111,,22.97425
2013-08-28 00:00:00,638.6208333333333,,61.265277777777776,,24.1255
2013-08-28 15:00:00,465.6680555555556,,38.1,,
2013-08-28 03:00:00,467.62638888888887,,3.843055555555555,,23.47888888888889
2013-08-28 06:00:00,470.25416666666666,57.53075,3.843055555555555,,23.149152777777772
2013-08-28 17:00:00,486.72083333333336,58.424416666666666,47.456944444444446,,22.79133333333333
